|tema|create_video|video_id|author|hashtags|desc|_browser|lenguage|time_zone|source|stats
297|petro|2022-03-17 14:52:30|7076159405787598085|{'id': '6982391348243186689', 'uniqueId': 'patty_travel10', 'nickname': 'Patty_Travel10', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21e00c7dc1d5f4a94501cfa4765b22cf~c5_100x100.jpeg?x-expires=1651021200&x-signature=3vl8GUseLmtxyACZ4VOtaXT%2Fdxo%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21e00c7dc1d5f4a94501cfa4765b22cf~c5_720x720.jpeg?x-expires=1651021200&x-signature=5imSv%2FbjtRhNrR3HbNhcJ5zeeQY%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21e00c7dc1d5f4a94501cfa4765b22cf~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=J4rnHv2xHLDqNwQWK5zC2ltGb8A%3D', 'signature': '', 'verified': False, 'secUid': 'MS4wLjABAAAA7PH_khryYxFlmfAIfIBNlqX6wROyrJKyO5U982_wy97ScnVK96RuOds3SOzi0WtV', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='48092565', name='presidenciales'), TikTokApi.hashtag(id='23428', name='tiktok'), TikTokApi.hashtag(id='229207', name='fyp')]|Audio Gustavo Petro. #colombia #presidenciales #tiktok #fyp|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 12100, 'shareCount': 9074, 'commentCount': 1329, 'playCount': 300600}
298|petro|2022-04-04 20:37:22|7082927808992906502|{'id': '6906687770690339846', 'uniqueId': 'ysai90', 'nickname': 'Ysaí M Bueno', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/348074f8570635b4eae8669c14d82622~c5_100x100.jpeg?x-expires=1651021200&x-signature=3RXEV87S7BityjmnE0sUE3Koa7A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/348074f8570635b4eae8669c14d82622~c5_720x720.jpeg?x-expires=1651021200&x-signature=20PRpb%2BRFwcTfa4%2FknXUO9xGUm4%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/348074f8570635b4eae8669c14d82622~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=JhP5lue8quOX5xBVQ149k304G%2BE%3D', 'signature': 'Aquí queremos vivir sabroso, como nos merecemos!\n#FranciaVicepresidenta! 🤎🌱🌀', 'verified': False, 'secUid': 'MS4wLjABAAAASgS4byW2xZ6iL6XN54cSHUvcy--jTyXlfKWTM4bn_vjyul_fEE0aDVMIvVcUw_Ar', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1674293461004293', name='vivirsabroso'), TikTokApi.hashtag(id='7082880052660011014', name='franciaenmedellín'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente'), TikTokApi.hashtag(id='11653405', name='antioquia'), TikTokApi.hashtag(id='1650866169266182', name='colombiacambia')]|#VivirSabroso. #FranciaEnMedellín. #PetroPresidente. si #Antioquia cambia #ColombiaCambia.|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 7068, 'shareCount': 327, 'commentCount': 607, 'playCount': 177000}
299|petro|2022-03-14 21:19:59|7075145997063621894|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='18063794', name='elecciones'), TikTokApi.hashtag(id='48092565', name='presidenciales'), TikTokApi.hashtag(id='229207', name='fyp')]|Celebrando el triunfo de tener la mayor votación entre todas las consultas #colombia #gustavopetro #elecciones #presidenciales #fyp|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 32300, 'shareCount': 194, 'commentCount': 1103, 'playCount': 812800}
300|petro|2022-02-28 21:41:02|7069956232890551557|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='10350602', name='presidente'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente'), TikTokApi.hashtag(id='1700949868345349', name='elecciones2022colombia'), TikTokApi.hashtag(id='1665780056996870', name='eleccionespresidenciales'), TikTokApi.hashtag(id='697786', name='debate')]|¿Cuál debate les ha gustado más? #colombia #presidente #petropresidente #elecciones2022colombia  #eleccionespresidenciales #debate|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 75700, 'shareCount': 1645, 'commentCount': 1354, 'playCount': 762100}
301|petro|2022-03-23 08:46:48|7078291677676457222|{'id': '6916294961575969798', 'uniqueId': 'imbacuan8', 'nickname': 'El tio 8', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/158f5de25bc6fbc1c3d7e27c93636e72~c5_100x100.jpeg?x-expires=1651021200&x-signature=uMsjTmrEx5HamHtQxuOue2OAjEk%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/158f5de25bc6fbc1c3d7e27c93636e72~c5_720x720.jpeg?x-expires=1651021200&x-signature=KXF4Kolqwd0d%2FozJASuNe04KBLM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/158f5de25bc6fbc1c3d7e27c93636e72~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=WMAJvE0y4Ja1xUz4xmCfmAhAxUU%3D', 'signature': '🇨🇴 #pactohistorico 🇨🇴\nGustavo Petro Presidente', 'verified': False, 'secUid': 'MS4wLjABAAAAok1lVIdIr_U82MrH8he4pPwquqsNIBfscfj6Ucy7zMylUBb3VzkHupxOMPEEFEKG', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1595769331561478', name='petropresidente'), TikTokApi.hashtag(id='1709170394889221', name='ficogutierrez'), TikTokApi.hashtag(id='1662610629406725', name='rodolfohernandez'), TikTokApi.hashtag(id='1618333575932070', name='uribeparaco'), TikTokApi.hashtag(id='1601654925239301', name='ivanduque'), TikTokApi.hashtag(id='1703314057179141', name='imbacuan')]|#petropresidente #ficogutierrez #rodolfohernandez #uribeparaco #ivanduque #imbacuan|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 33500, 'shareCount': 2242, 'commentCount': 662, 'playCount': 688700}
302|petro|2022-04-06 20:31:21|7083668424970243333|"{'id': '6860336010917692421', 'uniqueId': 'estudianteunal', 'nickname': 'El UNALeño', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/379e2b0736d4db828c5202fec760eeef~c5_100x100.jpeg?x-expires=1651021200&x-signature=sS%2Fvgw4MYtJuMUwpf%2BiW86wTgEU%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/379e2b0736d4db828c5202fec760eeef~c5_720x720.jpeg?x-expires=1651021200&x-signature=ppL%2FF2yHOHVk5n8KvtCawBxWQ2A%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/379e2b0736d4db828c5202fec760eeef~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=%2Fb0z5Y4SsMcLgXOZG5rEz1FKN%2FE%3D', 'signature': 'Estudiante U.N\n""Soy un rotundo vagabundo""\nSátira de Colombia\n🇨🇴', 'verified': False, 'secUid': 'MS4wLjABAAAA9PCkn32AZLHY6OKBUfbkoegsbXp9jv-aIWOe5KgDED7wnJ7Tg90UqNw1mgPtEHZZ', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}"|[TikTokApi.hashtag(id='6186187', name='duque'), TikTokApi.hashtag(id='74702421', name='pensiones'), TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='399411', name='bogota'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='1705215324986374', name='eleccionescolombia2022'), TikTokApi.hashtag(id='1700949868345349', name='elecciones2022colombia'), TikTokApi.hashtag(id='47157678', name='corrupcion'), TikTokApi.hashtag(id='1615272435619846', name='uribistas'), TikTokApi.hashtag(id='1650841059742725', name='chaoduque'), TikTokApi.hashtag(id='1624660920045574', name='noticiastiktok'), TikTokApi.hashtag(id='1704072572701701', name='pensionescolombia'), TikTokApi.hashtag(id='11542334', name='voto'), TikTokApi.hashtag(id='11902481', name='congreso'), TikTokApi.hashtag(id='39502517', name='senado'), TikTokApi.hashtag(id='1601654925239301', name='ivanduque'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente'), TikTokApi.hashtag(id='1937093', name='petrosky')]|Tres Doritos después #duque #pensiones #colombia #bogota #petro #gustavopetro #eleccionescolombia2022  #elecciones2022colombia #corrupcion #uribistas #chaoduque #noticiastiktok #pensionescolombia #voto #congreso #senado #ivanduque #petropresidente #petrosky|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 27100, 'shareCount': 4886, 'commentCount': 896, 'playCount': 407800}
303|petro|2022-04-12 12:24:42|7085769536124751109|{'id': '252690534815895552', 'uniqueId': 'petro_s', 'nickname': 'Petros', 'avatarThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_100x100.jpeg?x-expires=1651021200&x-signature=y7JgE11YRLXUuJywQiiMGegAzCc%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_720x720.jpeg?x-expires=1651021200&x-signature=8hW8Z%2BneXq3xBSrK%2BoSRbnhYG7k%3D', 'avatarLarger': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=UkvuxKnlKZHpC3hvdoIlmEHodcY%3D', 'signature': 'Do what you can’t \n📧: Petrosswork@gmail.com', 'verified': False, 'secUid': 'MS4wLjABAAAAb1eSaNLdkU5EQLhFErO3t7cxp8y8kBMF0plGaiUTnmBpteNwlw4H9Y0uZXP1zzDK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[]||<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 68700, 'shareCount': 430, 'commentCount': 337, 'playCount': 325300}
304|petro|2022-03-21 20:38:12|7077732830523968773|{'id': '7074035663851570181', 'uniqueId': 'zurdosdecorazon', 'nickname': 'Súmate al cambio', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_100x100.jpeg?x-expires=1651021200&x-signature=6OTS5d2DnxvzNkoX%2F7oiFJBKQfw%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_720x720.jpeg?x-expires=1651021200&x-signature=WRaYQHzfkUimo%2FttEBP3SWcqHhU%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=Wyxe4XjmveCzospDPNleyS9kNCI%3D', 'signature': 'Todos somos zurdos de corazón. Y también de mente. 🧡', 'verified': False, 'secUid': 'MS4wLjABAAAAEtVsMZZ-gmdKlnrcwgg4sHj30WTIc4AWQUUo1hMUjKF8DSAAqIucASFAP7WFhz8u', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='2188817', name='fico'), TikTokApi.hashtag(id='697786', name='debate'), TikTokApi.hashtag(id='1691165318961158', name='colombiaelige'), TikTokApi.hashtag(id='1693139258256389', name='pactohistórico'), TikTokApi.hashtag(id='18063794', name='elecciones'), TikTokApi.hashtag(id='1679125013083138', name='elecciones2022'), TikTokApi.hashtag(id='1697980118594565', name='eleccionescolombia'), TikTokApi.hashtag(id='1937093', name='petrosky'), TikTokApi.hashtag(id='20050', name='colombia')]|#Petro #Fico #Debate #ColombiaElige #Pactohistórico #elecciones #elecciones2022 #eleccionescolombia #petrosky #colombia|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 12600, 'shareCount': 2171, 'commentCount': 600, 'playCount': 212900}
305|petro|2022-04-13 11:15:10|7086122700523031814|{'id': '6871014466542666758', 'uniqueId': 'falso.o.positivo', 'nickname': 'Falso.o.Positivo', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5315bdb0c59d6f1236c93249304a8c1c~c5_100x100.jpeg?x-expires=1651021200&x-signature=cDRval36fk3hibQU7DoDcQIPRDc%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5315bdb0c59d6f1236c93249304a8c1c~c5_720x720.jpeg?x-expires=1651021200&x-signature=fNjqKeMRFkYAnM%2FuAw%2FypEHzndE%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5315bdb0c59d6f1236c93249304a8c1c~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=ZxNLl7ppznEBYRwyqatRJny8t1c%3D', 'signature': 'De que me hablas viejo!', 'verified': False, 'secUid': 'MS4wLjABAAAAS9uGWsut1h_LJlP2yRvuFeUEY1U1LC8vk16NFM0sDvHCheTq4dy5KvfKtSLLQtkG', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1623024376267397', name='colombiahumana'), TikTokApi.hashtag(id='1693139258256389', name='pactohistórico'), TikTokApi.hashtag(id='1684074945231890', name='pactohistorico'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1706639964205061', name='gustavopetropresidente'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='1616890007832582', name='uribehp'), TikTokApi.hashtag(id='1664700067121158', name='uribestias'), TikTokApi.hashtag(id='1650859687960582', name='uribeparacohp'), TikTokApi.hashtag(id='1618333575932070', name='uribeparaco'), TikTokApi.hashtag(id='1709461546063878', name='petrosky2022'), TikTokApi.hashtag(id='2188817', name='fico'), TikTokApi.hashtag(id='1709170394889221', name='ficogutierrez'), TikTokApi.hashtag(id='1937093', name='petrosky')]|Despertá ombe! #colombiahumana #pactohistórico #pactohistorico #petro #gustavopetropresidente #gustavopetro #uribehp #uribestias #uribeparacohp #uribeparaco #petrosky2022 #fico #ficogutierrez #petrosky|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 3602, 'shareCount': 924, 'commentCount': 94, 'playCount': 83600}
306|petro|2022-04-05 21:03:48|7083305701849828614|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='153653', name='animales'), TikTokApi.hashtag(id='7083302903397482501', name='propuestasdelcambio'), TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='1679125013083138', name='elecciones2022'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente')]|El cambio también es con nuestra fauna y los animales.  #animales  #propuestasdelcambio #colombia #elecciones2022 #petropresidente|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 10500, 'shareCount': 308, 'commentCount': 583, 'playCount': 115600}
307|petro|2022-03-13 21:27:24|7074776824852630790|{'id': '7053178134749725701', 'uniqueId': 'soy__2022', 'nickname': '#2022#', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cf124f715615eb61883c60762cbf427a~c5_100x100.jpeg?x-expires=1651021200&x-signature=sAAtYIJlkwcK6ssbQGe6F5BQZtk%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cf124f715615eb61883c60762cbf427a~c5_720x720.jpeg?x-expires=1651021200&x-signature=QPfCcC%2BDWlDb1jboamMEsbjeZxE%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cf124f715615eb61883c60762cbf427a~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=NRlhEFMGJ3NGpVd7L1jekN%2BVo24%3D', 'signature': 'Meta 100k🥺🙏\n#Todo lo Nuevo de este 2022🎇\n#Los mejores momentos❤️', 'verified': False, 'secUid': 'MS4wLjABAAAABsxjsSIRflHxlFbQzM9xDmMnDmiWv70be5HM_fZGlFQ2afDqzIyNqlA9Zj5bojFp', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='7056426302034673670', name='soy__2022'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='27507942', name='2022'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1693326304735237', name='presidencia2022')]|"Responder a @dylan_salazar33  ""Sicario, sicario, sicario"" le dijo Uribe a Gustavo petro en 2019😬. #soy__2022 #gustavopetro #petro #2022 #petro #presidencia2022"|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 4879, 'shareCount': 211, 'commentCount': 386, 'playCount': 116100}
308|petro|2022-03-24 08:24:28|7078657007246380293|{'id': '7074035663851570181', 'uniqueId': 'zurdosdecorazon', 'nickname': 'Súmate al cambio', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_100x100.jpeg?x-expires=1651021200&x-signature=6OTS5d2DnxvzNkoX%2F7oiFJBKQfw%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_720x720.jpeg?x-expires=1651021200&x-signature=WRaYQHzfkUimo%2FttEBP3SWcqHhU%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c6a4b71957b31e42208de443a1ee4483~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=Wyxe4XjmveCzospDPNleyS9kNCI%3D', 'signature': 'Todos somos zurdos de corazón. Y también de mente. 🧡', 'verified': False, 'secUid': 'MS4wLjABAAAAEtVsMZZ-gmdKlnrcwgg4sHj30WTIc4AWQUUo1hMUjKF8DSAAqIucASFAP7WFhz8u', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1687864609688578', name='franciamarquez'), TikTokApi.hashtag(id='1697980118594565', name='eleccionescolombia'), TikTokApi.hashtag(id='18063794', name='elecciones'), TikTokApi.hashtag(id='1679125013083138', name='elecciones2022'), TikTokApi.hashtag(id='31317699', name='pacto'), TikTokApi.hashtag(id='2188817', name='fico'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='1937093', name='petrosky'), TikTokApi.hashtag(id='7054190638471839750', name='veronicaalcocer')]|#Colombia #Petro #Franciamarquez #eleccionescolombia #elecciones #elecciones2022 #pacto #fico #gustavopetro #petrosky #veronicaalcocer|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 34400, 'shareCount': 1122, 'commentCount': 1532, 'playCount': 512900}
